name	gender	region	1920	1925	1930	1935	1940	1945	1950	1955	1960	1965	1970	1975	1980	1985	1990	1995	2000	2005	2010	2015	2020
KAZIMIRS	boys	latvia	36	46	72	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIRILLS	boys	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	54	71	0
KONSTANTĪNS	boys	latvia	40	52	59	76	93	99	97	0	0	0	88	68	69	51	61	0	0	0	0	0	0
KRISTS	boys	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	70	91	0	0	0
LAIMONIS	boys	latvia	56	29	19	23	33	43	52	63	78	0	0	0	0	0	0	0	0	0	0	0	0
LAIMONS	boys	latvia	0	87	79	68	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAURIS	boys	latvia	0	0	0	0	0	0	0	0	0	0	0	80	49	34	37	28	37	40	57	87	0
LEONĪDS	boys	latvia	87	80	46	48	66	46	34	35	44	61	73	91	99	0	0	0	0	0	0	0	0
LINARDS	boys	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	82	75	85	97	0
LUDVIGS	boys	latvia	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIGONIS	boys	latvia	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAREKS	boys	latvia	0	0	0	0	0	0	0	0	0	0	82	21	25	46	71	59	50	43	64	0	0
STAŅISLAVS	boys	latvia	8	10	11	17	26	27	33	48	59	78	92	0	0	88	87	0	0	0	0	0	0
STEPANS	boys	latvia	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TĀLIVALDIS	boys	latvia	93	70	73	72	0	95	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UĢIS	boys	latvia	0	0	0	0	0	0	0	0	0	56	52	62	76	75	74	0	0	0	0	0	0
ULDIS	boys	latvia	0	56	26	14	15	18	18	18	18	22	19	24	27	32	60	99	0	0	0	0	0
VADIMS	boys	latvia	0	0	0	0	0	0	0	0	90	46	37	27	22	24	24	32	45	60	79	99	0
VALDIS	boys	latvia	41	32	20	13	11	9	11	11	15	21	30	45	57	54	80	83	0	0	0	0	0
VALENTĪNS	boys	latvia	78	96	82	75	74	58	57	60	79	82	98	94	97	0	0	0	0	0	0	0	0
VALERIJS	boys	latvia	0	0	0	0	0	61	22	27	35	34	63	81	92	0	0	0	0	0	0	0	0
VALĒRIJS	boys	latvia	0	0	0	0	0	64	21	22	29	20	32	39	72	83	90	0	0	0	0	0	0
VASILIJS	boys	latvia	43	55	48	49	51	50	46	45	49	72	0	0	0	0	0	0	0	0	0	0	0
VASĪLIJS	boys	latvia	0	0	0	0	0	0	94	92	0	0	0	0	0	0	0	0	0	0	0	0	0
VERNERS	boys	latvia	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIKTORS	boys	latvia	16	15	14	12	13	7	5	6	8	12	15	18	19	22	25	42	54	78	0	93	0
VILHELMS	boys	latvia	89	0	0	82	80	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DĀVIDS	boys	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	53	38	51	47	34
