name	gender	region	1920	1925	1930	1935	1940	1945	1950	1955	1960	1965	1970	1975	1980	1985	1990	1995	2000	2005	2010	2015	2020
JANĪNA	girls	latvia	36	29	15	18	26	31	46	49	57	0	0	0	0	0	0	0	0	0	0	0	0
JEFROSINIJA	girls	latvia	91	92	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEKATERĪNA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	91	80	93	0	0	0	0	0	0
JELIZAVETA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
JEĻENA	girls	latvia	43	51	52	65	73	68	44	27	8	2	1	1	2	3	20	55	91	0	0	0	0
JEĻIZAVETA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	46	53	53	60	0
JEVDOKIJA	girls	latvia	48	54	64	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEVGENIJA	girls	latvia	77	70	74	75	89	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JEVGEŅIJA	girls	latvia	96	93	97	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JOLANTA	girls	latvia	0	0	0	0	0	0	0	0	0	49	35	33	40	55	62	64	80	0	0	0	0
JUDĪTE	girls	latvia	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
JUZEFA	girls	latvia	63	77	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JŪLIJA	girls	latvia	46	69	90	0	0	0	0	0	0	0	67	19	10	4	7	13	32	43	67	86	0
KARINA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	72	43	51	48	67	76	96	0	0	0
KARĪNA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	77	39	33	25	20	21	38	66	88	0
KITIJA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	46	49	55	84	0	0
KRISTA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	29	25	37	74	0	0
KRISTIĀNA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	30	16	31	42	74	0
KRISTINA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	100	81	74	0	0	0	0	0	0
KRISTĪNA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	75	45	40	35	88	0	0	0	0	0
KRISTĪNE	girls	latvia	0	0	0	0	0	0	0	0	0	0	22	3	1	1	1	2	9	26	56	76	0
LAILA	girls	latvia	0	0	0	0	0	0	0	0	0	59	26	70	0	0	92	0	0	0	0	0	0
LAIMA	girls	latvia	0	0	77	68	80	70	77	63	93	89	0	0	0	0	82	87	0	0	0	0	0
LANA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	94	98	0	0	0	0	0	0	0
LARISA	girls	latvia	0	0	0	0	0	57	32	26	19	16	23	44	77	0	0	0	0	0	0	0	0
LĀSMA	girls	latvia	0	0	0	0	0	0	0	0	0	0	92	85	87	47	42	39	73	95	0	0	0
LELDE	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	66	52	52	86	0	0	0	0
LEONORA	girls	latvia	76	65	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEONTĪNA	girls	latvia	0	95	68	83	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEONTĪNE	girls	latvia	92	96	88	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIĀNA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	57	72	0	0	0
MIRDZA	girls	latvia	10	4	8	11	16	39	66	96	0	0	0	0	0	0	0	0	0	0	0	0	0
MONIKA	girls	latvia	22	28	38	47	64	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MONTA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	32	51	73	79	0	0
MUDĪTE	girls	latvia	0	0	0	98	84	92	86	85	86	0	0	0	0	0	0	0	0	0	0	0	0
NADEŽDA	girls	latvia	59	59	66	62	59	47	26	23	30	53	70	41	38	43	68	82	0	0	0	0	0
NATAĻJA	girls	latvia	0	0	0	0	0	0	84	46	31	24	12	11	8	21	45	0	0	0	0	0	0
NATĀLIJA	girls	latvia	58	66	75	74	93	81	50	35	41	37	16	14	17	30	55	75	81	0	0	0	0
NELLIJA	girls	latvia	87	89	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	87	0
NIKA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
ŅINA	girls	latvia	44	46	42	34	36	23	9	25	52	75	0	0	0	0	0	0	0	0	0	0	0
OLGA	girls	latvia	6	9	16	23	28	29	19	15	14	15	13	10	5	2	19	40	70	99	0	0	0
OĻESJA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	61	70	0	0	0	0	0	0	0
PAULĪNA	girls	latvia	73	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PELAGEJA	girls	latvia	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAISA	girls	latvia	0	0	91	78	81	56	39	48	69	94	0	0	0	0	0	0	0	0	0	0	0
RASMA	girls	latvia	47	31	21	22	19	36	54	61	83	0	0	0	0	0	0	0	0	0	0	0	0
REGĪNA	girls	latvia	0	60	32	19	20	19	24	30	44	76	0	0	0	0	0	0	0	0	0	0	0
RENĀTE	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	98	100	85	50	59	77	0	0	0
RITA	girls	latvia	71	40	14	12	12	20	38	32	24	31	45	47	49	52	66	89	0	0	0	0	0
ROZĀLIJA	girls	latvia	86	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUDĪTE	girls	latvia	0	0	0	0	95	84	69	70	74	77	0	0	0	0	0	0	0	0	0	0	0
RUTA	girls	latvia	0	64	45	24	17	18	30	33	42	61	90	0	0	0	0	0	0	0	0	0	0
SANDA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	92	97	100	98	0	0	0	0	0
SANDRA	girls	latvia	0	0	0	0	0	0	0	65	5	3	10	21	36	44	34	38	78	0	0	0	0
SANIJA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	35	73	0	0
SANITA	girls	latvia	0	0	0	0	0	0	0	0	0	72	14	18	20	27	43	57	0	0	0	0	0
SANTA	girls	latvia	0	0	0	0	0	0	0	0	0	0	28	35	46	28	9	10	23	52	80	0	0
VAIRA	girls	latvia	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0
VALDA	girls	latvia	0	67	49	50	41	48	52	52	64	95	0	0	0	0	0	0	0	0	0	0	0
VALENTINA	girls	latvia	0	0	0	95	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VALENTĪNA	girls	latvia	17	6	7	2	3	3	1	3	12	19	49	65	80	87	0	0	0	0	0	0	0
VALERIJA	girls	latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	64	70	77	0
VALIJA	girls	latvia	25	16	20	25	32	46	60	75	100	0	0	0	0	0	0	0	0	0	0	0	0
VANDA	girls	latvia	74	71	67	73	68	80	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VELGA	girls	latvia	0	0	0	0	63	67	71	77	81	0	0	0	0	0	0	0	0	0	0	0	0
VELTA	girls	latvia	4	3	2	6	8	14	31	54	72	91	0	0	0	0	0	0	0	0	0	0	0
VENERANDA	girls	latvia	0	82	60	51	54	88	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VERA	girls	latvia	15	13	24	29	29	37	34	39	58	85	0	0	0	0	0	0	0	0	0	0	0
VĒSMA	girls	latvia	0	0	0	0	0	100	98	86	87	0	0	0	0	0	0	0	0	0	0	0	0
VIJA	girls	latvia	0	76	40	15	5	5	10	16	22	41	68	100	0	0	0	0	0	0	0	0	0
VILMA	girls	latvia	12	21	37	53	67	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VINETA	girls	latvia	0	0	0	0	0	0	0	93	91	55	30	34	60	74	0	0	0	0	0	0	0
VITA	girls	latvia	0	0	0	0	0	0	0	100	54	33	36	36	44	50	57	85	0	0	0	0	0
VIZMA	girls	latvia	0	0	0	93	72	89	94	88	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAIGA	girls	latvia	0	0	0	0	71	69	80	73	94	0	0	0	0	0	0	0	0	0	0	0	0
ZANDA	girls	latvia	0	0	0	0	0	0	0	0	0	0	86	96	81	75	75	100	0	0	0	0	0
ZANE	girls	latvia	0	0	0	0	0	0	0	0	0	0	95	54	29	13	10	14	52	68	82	0	0
ZELMA	girls	latvia	20	38	61	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZENTA	girls	latvia	16	17	19	26	35	49	67	91	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIGRĪDA	girls	latvia	0	74	50	33	39	50	63	69	0	0	0	0	0	0	0	0	0	0	0	0	0
ZINAIDA	girls	latvia	37	45	46	32	37	41	51	59	77	0	0	0	0	0	0	0	0	0	0	0	0
ZINAĪDA	girls	latvia	90	94	85	81	79	95	82	79	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOFIJA	girls	latvia	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOJA	girls	latvia	0	0	0	0	0	75	48	44	65	86	0	0	0	0	0	0	0	0	0	0	0
ŽANNA	girls	latvia	0	0	0	0	0	0	0	0	71	26	19	32	54	77	0	0	0	0	0	0	0
ŽENIJA	girls	latvia	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OKSANA	girls	latvia	0	0	0	0	0	0	0	0	0	83	32	17	21	31	56	91	0	0	0	0	0
